#proteinId	gotermId	goName	gotermType	goAcc
2	2930	nucleoside diphosphate kinase activity	molecular_function	GO:0004550
2922	2290	catalytic activity	molecular_function	GO:0003824
2922	3708	binding	molecular_function	GO:0005488
2922	5830	metabolic process	biological_process	GO:0008152
2923	3043	protein kinase activity	molecular_function	GO:0004672
2923	3736	ATP binding	molecular_function	GO:0005524
2923	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2923	2290	catalytic activity	molecular_function	GO:0003824
2923	5830	metabolic process	biological_process	GO:0008152
2923	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2923	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2923	3058	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
2923	4123	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
2924	3433	Rab GTPase activator activity	molecular_function	GO:0005097
2924	3827	intracellular	cellular_component	GO:0005622
2924	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
2925	162	nucleotide binding	molecular_function	GO:0000166
2925	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
2925	3736	ATP binding	molecular_function	GO:0005524
2925	3930	cytoplasm	cellular_component	GO:0005737
2925	4556	translation	biological_process	GO:0006412
2925	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
2925	3192	valine-tRNA ligase activity	molecular_function	GO:0004832
2925	4581	valyl-tRNA aminoacylation	biological_process	GO:0006438
2926	62	tRNA binding	molecular_function	GO:0000049
2926	4588	regulation of translational fidelity	biological_process	GO:0006450
2927	2175	nucleic acid binding	molecular_function	GO:0003676
2927	2216	RNA binding	molecular_function	GO:0003723
2927	3838	nucleus	cellular_component	GO:0005634
2927	4541	RNA processing	biological_process	GO:0006396
2927	13392	ribonucleoprotein complex	cellular_component	GO:0030529
2928	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
2929	576	chromosome, pericentric region	cellular_component	GO:0000775
2929	5160	mitosis	biological_process	GO:0007067
2930	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
2930	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
2930	5847	C-methyltransferase activity	molecular_function	GO:0008169
2930	5848	N-methyltransferase activity	molecular_function	GO:0008170
2930	5849	O-methyltransferase activity	molecular_function	GO:0008171
2930	5850	S-methyltransferase activity	molecular_function	GO:0008172
2930	5851	RNA methyltransferase activity	molecular_function	GO:0008173
2930	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
2930	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
2930	5945	protein methyltransferase activity	molecular_function	GO:0008276
2930	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
2930	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
2930	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
2930	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
2930	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
2930	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
2930	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
2930	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
2930	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
2930	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
2930	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
2930	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
2930	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
2930	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
2930	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
2930	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
2930	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
2930	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
2930	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
2930	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
2930	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
2930	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
2930	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
2930	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
2930	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
2930	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
2930	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
2930	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
2930	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
2930	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
2930	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
2930	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
2930	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
2930	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
2930	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
2930	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
2930	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
2930	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
2931	4047	kinesin complex	cellular_component	GO:0005871
2931	12137	kinesin binding	molecular_function	GO:0019894
2931	3708	binding	molecular_function	GO:0005488
2934	3043	protein kinase activity	molecular_function	GO:0004672
2934	3736	ATP binding	molecular_function	GO:0005524
2934	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2934	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2934	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2934	3075	MAP kinase kinase kinase activity	molecular_function	GO:0004709
2935	5125	Golgi organization and biogenesis	biological_process	GO:0007030
2935	8400	protein transport	biological_process	GO:0015031
2935	9320	membrane	cellular_component	GO:0016020
2936	2802	histone acetyltransferase activity	molecular_function	GO:0004402
2937	3043	protein kinase activity	molecular_function	GO:0004672
2937	3736	ATP binding	molecular_function	GO:0005524
2937	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2937	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2937	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2937	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
2937	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
2937	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
2937	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
2937	3050	casein kinase activity	molecular_function	GO:0004680
2937	3051	casein kinase I activity	molecular_function	GO:0004681
2937	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
2937	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
2937	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
2937	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
2937	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
2937	3067	atypical protein kinase C activity	molecular_function	GO:0004700
2937	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
2937	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
2937	3071	JUN kinase activity	molecular_function	GO:0004705
2937	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
2937	3074	MAP kinase kinase activity	molecular_function	GO:0004708
2937	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
2937	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
2937	3084	Janus kinase activity	molecular_function	GO:0004718
2937	6004	MAP kinase 1 activity	molecular_function	GO:0008338
2937	6005	MP kinase activity	molecular_function	GO:0008339
2937	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
2937	6196	JUN kinase kinase activity	molecular_function	GO:0008545
2937	10102	MAP kinase 2 activity	molecular_function	GO:0016908
2937	10103	SAP kinase activity	molecular_function	GO:0016909
2937	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
2937	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
2937	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
2938	6664	electron carrier activity	molecular_function	GO:0009055
2938	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
2938	19912	cell redox homeostasis	biological_process	GO:0045454
2938	4283	electron transport	biological_process	GO:0006118
2940	3727	protein binding	molecular_function	GO:0005515
2940	2216	RNA binding	molecular_function	GO:0003723
2942	3727	protein binding	molecular_function	GO:0005515
2942	5939	zinc ion binding	molecular_function	GO:0008270
2944	5302	neuropeptide signaling pathway	biological_process	GO:0007218
2944	2290	catalytic activity	molecular_function	GO:0003824
2944	3708	binding	molecular_function	GO:0005488
2944	5830	metabolic process	biological_process	GO:0008152
2944	11447	trans-2-enoyl-CoA reductase (NADPH) activity	molecular_function	GO:0019166
2946	2196	transcription factor activity	molecular_function	GO:0003700
2946	3838	nucleus	cellular_component	GO:0005634
2946	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2946	2176	DNA binding	molecular_function	GO:0003677
2947	9321	integral to membrane	cellular_component	GO:0016021
2947	24459	protein insertion into membrane	biological_process	GO:0051205
2948	5830	metabolic process	biological_process	GO:0008152
2948	9831	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular_function	GO:0016624
2948	2967	oxoglutarate dehydrogenase (succinyl-transferring) activity	molecular_function	GO:0004591
2948	4261	glycolysis	biological_process	GO:0006096
2948	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
2949	13917	heat shock protein binding	molecular_function	GO:0031072
2950	2802	histone acetyltransferase activity	molecular_function	GO:0004402
2955	2290	catalytic activity	molecular_function	GO:0003824
2955	5830	metabolic process	biological_process	GO:0008152
2955	14021	phosphopantetheine binding	molecular_function	GO:0031177
2955	22441	cofactor binding	molecular_function	GO:0048037
2955	3708	binding	molecular_function	GO:0005488
2956	2227	structural constituent of ribosome	molecular_function	GO:0003735
2956	3827	intracellular	cellular_component	GO:0005622
2956	4025	ribosome	cellular_component	GO:0005840
2956	4556	translation	biological_process	GO:0006412
2956	9241	small ribosomal subunit	cellular_component	GO:0015935
2957	3727	protein binding	molecular_function	GO:0005515
2957	3736	ATP binding	molecular_function	GO:0005524
2957	19405	cellular protein metabolic process	biological_process	GO:0044267
2957	4591	protein folding	biological_process	GO:0006457
2957	24336	unfolded protein binding	molecular_function	GO:0051082
2957	2237	chaperonin ATPase activity	molecular_function	GO:0003763
2957	9687	chaperonin ATPase complex	cellular_component	GO:0016465
2958	3727	protein binding	molecular_function	GO:0005515
2958	3736	ATP binding	molecular_function	GO:0005524
2958	19405	cellular protein metabolic process	biological_process	GO:0044267
2958	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2958	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2958	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2958	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2964	3708	binding	molecular_function	GO:0005488
2964	4927	transport	biological_process	GO:0006810
2964	9320	membrane	cellular_component	GO:0016020
2964	3935	mitochondrial inner membrane	cellular_component	GO:0005743
2964	3546	transporter activity	molecular_function	GO:0005215
2966	3043	protein kinase activity	molecular_function	GO:0004672
2966	3736	ATP binding	molecular_function	GO:0005524
2966	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2968	3724	calcium ion binding	molecular_function	GO:0005509
2968	3827	intracellular	cellular_component	GO:0005622
2968	4541	RNA processing	biological_process	GO:0006396
2968	9275	guanosine tetraphosphate metabolic process	biological_process	GO:0015969
2968	6353	GTP diphosphokinase activity	molecular_function	GO:0008728
2969	9320	membrane	cellular_component	GO:0016020
2970	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
2970	3827	intracellular	cellular_component	GO:0005622
2970	4598	protein modification process	biological_process	GO:0006464
2970	4643	ubiquitin cycle	biological_process	GO:0006512
2970	5939	zinc ion binding	molecular_function	GO:0008270
2970	3708	binding	molecular_function	GO:0005488
2970	3043	protein kinase activity	molecular_function	GO:0004672
2970	3736	ATP binding	molecular_function	GO:0005524
2970	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2970	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2970	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2970	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2970	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2973	891	ATPase activator activity	molecular_function	GO:0001671
2973	3930	cytoplasm	cellular_component	GO:0005737
2973	13081	chaperone activator activity	molecular_function	GO:0030189
2973	24341	chaperone binding	molecular_function	GO:0051087
2974	5830	metabolic process	biological_process	GO:0008152
2974	2508	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004066
2974	4659	asparagine biosynthetic process	biological_process	GO:0006529
2975	3838	nucleus	cellular_component	GO:0005634
2975	4499	transcription	biological_process	GO:0006350
2975	2176	DNA binding	molecular_function	GO:0003677
2975	3727	protein binding	molecular_function	GO:0005515
2975	13391	transcription regulator activity	molecular_function	GO:0030528
2976	9985	hydrolase activity	molecular_function	GO:0016787
2978	3546	transporter activity	molecular_function	GO:0005215
2978	4927	transport	biological_process	GO:0006810
2978	9321	integral to membrane	cellular_component	GO:0016021
2979	4755	protein targeting to mitochondrion	biological_process	GO:0006626
2979	18223	mitochondrial intermembrane space protein transporter complex	cellular_component	GO:0042719
2979	19516	protein import into mitochondrial inner membrane	biological_process	GO:0045039
2980	2489	aminomethyltransferase activity	molecular_function	GO:0004047
2980	3930	cytoplasm	cellular_component	GO:0005737
2980	4676	glycine catabolic process	biological_process	GO:0006546
2983	7340	photosynthesis, light harvesting	biological_process	GO:0009765
2983	9320	membrane	cellular_component	GO:0016020
2984	9710	oxidoreductase activity	molecular_function	GO:0016491
2984	23919	FAD binding	molecular_function	GO:0050660
2984	2290	catalytic activity	molecular_function	GO:0003824
2987	3080	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
2989	3043	protein kinase activity	molecular_function	GO:0004672
2989	3736	ATP binding	molecular_function	GO:0005524
2989	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2989	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2989	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2989	3052	protein kinase CK2 activity	molecular_function	GO:0004682
2990	2700	subtilase activity	molecular_function	GO:0004289
2990	4639	proteolysis	biological_process	GO:0006508
2990	5908	serine-type peptidase activity	molecular_function	GO:0008236
2990	11413	tripeptidyl-peptidase I activity	molecular_function	GO:0019131
2991	2778	glycine hydroxymethyltransferase activity	molecular_function	GO:0004372
2991	4674	glycine metabolic process	biological_process	GO:0006544
2991	4693	L-serine metabolic process	biological_process	GO:0006563
2996	5765	N-acetyltransferase activity	molecular_function	GO:0008080
2996	5830	metabolic process	biological_process	GO:0008152
2997	5830	metabolic process	biological_process	GO:0008152
2997	5846	methyltransferase activity	molecular_function	GO:0008168
2998	3930	cytoplasm	cellular_component	GO:0005737
2998	5801	thiopurine S-methyltransferase activity	molecular_function	GO:0008119
2998	5830	metabolic process	biological_process	GO:0008152
2999	3433	Rab GTPase activator activity	molecular_function	GO:0005097
2999	3827	intracellular	cellular_component	GO:0005622
2999	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
3001	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
3001	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
3001	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
3001	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
3001	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
3001	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
3002	2917	exonuclease activity	molecular_function	GO:0004527
3002	3827	intracellular	cellular_component	GO:0005622
3002	2175	nucleic acid binding	molecular_function	GO:0003676
3002	2909	nuclease activity	molecular_function	GO:0004518
3002	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
3002	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
3003	162	nucleotide binding	molecular_function	GO:0000166
3003	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3003	3736	ATP binding	molecular_function	GO:0005524
3003	3838	nucleus	cellular_component	GO:0005634
3003	3930	cytoplasm	cellular_component	GO:0005737
3003	9985	hydrolase activity	molecular_function	GO:0016787
3003	13056	protein catabolic process	biological_process	GO:0030163
3003	2706	threonine endopeptidase activity	molecular_function	GO:0004298
3003	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
3004	6724	nucleoside metabolic process	biological_process	GO:0009116
3004	2966	orotidine-5'-phosphate decarboxylase activity	molecular_function	GO:0004590
3004	4369	'de novo' pyrimidine base biosynthetic process	biological_process	GO:0006207
3004	9940	transferase activity	molecular_function	GO:0016740
3004	2964	orotate phosphoribosyltransferase activity	molecular_function	GO:0004588
3004	4382	pyrimidine nucleotide biosynthetic process	biological_process	GO:0006221
3004	2290	catalytic activity	molecular_function	GO:0003824
3004	5830	metabolic process	biological_process	GO:0008152
3008	2227	structural constituent of ribosome	molecular_function	GO:0003735
3008	3827	intracellular	cellular_component	GO:0005622
3008	4025	ribosome	cellular_component	GO:0005840
3008	4556	translation	biological_process	GO:0006412
3008	9241	small ribosomal subunit	cellular_component	GO:0015935
3009	3043	protein kinase activity	molecular_function	GO:0004672
3009	3736	ATP binding	molecular_function	GO:0005524
3009	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3009	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
3009	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
3009	6102	phosphofructokinase activity	molecular_function	GO:0008443
3009	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
3009	6438	cobinamide kinase activity	molecular_function	GO:0008819
3009	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
3009	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
3009	11022	phenol kinase activity	molecular_function	GO:0018720
3009	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
3009	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
3009	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
3009	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
3009	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
3009	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
3009	19235	cytidine kinase activity	molecular_function	GO:0043771
3009	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
3009	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
3009	24976	polynucleotide kinase activity	molecular_function	GO:0051731
3009	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
3009	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
3011	3727	protein binding	molecular_function	GO:0005515
3011	2175	nucleic acid binding	molecular_function	GO:0003676
3011	2216	RNA binding	molecular_function	GO:0003723
3013	2196	transcription factor activity	molecular_function	GO:0003700
3013	3838	nucleus	cellular_component	GO:0005634
3013	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3013	5939	zinc ion binding	molecular_function	GO:0008270
3013	19030	sequence-specific DNA binding	molecular_function	GO:0043565
3014	2176	DNA binding	molecular_function	GO:0003677
3014	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
3014	3838	nucleus	cellular_component	GO:0005634
3014	3727	protein binding	molecular_function	GO:0005515
3014	5939	zinc ion binding	molecular_function	GO:0008270
3014	3708	binding	molecular_function	GO:0005488
3016	2176	DNA binding	molecular_function	GO:0003677
3016	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
3016	4499	transcription	biological_process	GO:0006350
3016	21401	protein dimerization activity	molecular_function	GO:0046983
3016	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
3016	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
3016	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
3016	16888	RNA polymerase activity	molecular_function	GO:0034062
3017	9320	membrane	cellular_component	GO:0016020
3017	12906	metal ion transport	biological_process	GO:0030001
3017	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
3023	5830	metabolic process	biological_process	GO:0008152
3023	6075	acyltransferase activity	molecular_function	GO:0008415
3023	3727	protein binding	molecular_function	GO:0005515
3023	3108	dihydrolipoyllysine-residue acetyltransferase activity	molecular_function	GO:0004742
3023	6948	dihydrolipoamide S-acyltransferase complex	cellular_component	GO:0009351
3023	13388	dihydrolipoamide S-acyltransferase activity	molecular_function	GO:0030523
3024	2832	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
3024	4907	sulfur metabolic process	biological_process	GO:0006790
3024	6100	3'(2'),5'-bisphosphate nucleotidase activity	molecular_function	GO:0008441
3025	3708	binding	molecular_function	GO:0005488
3027	3546	transporter activity	molecular_function	GO:0005215
3027	3708	binding	molecular_function	GO:0005488
3027	4927	transport	biological_process	GO:0006810
3030	2227	structural constituent of ribosome	molecular_function	GO:0003735
3030	3827	intracellular	cellular_component	GO:0005622
3030	4025	ribosome	cellular_component	GO:0005840
3030	4556	translation	biological_process	GO:0006412
3031	4143	carbohydrate metabolic process	biological_process	GO:0005975
3037	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
3037	6276	carbohydrate transport	biological_process	GO:0008643
3037	9320	membrane	cellular_component	GO:0016020
3037	3546	transporter activity	molecular_function	GO:0005215
3037	4927	transport	biological_process	GO:0006810
3037	9321	integral to membrane	cellular_component	GO:0016021
3037	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
3038	2176	DNA binding	molecular_function	GO:0003677
3038	3736	ATP binding	molecular_function	GO:0005524
3038	3838	nucleus	cellular_component	GO:0005634
3038	5939	zinc ion binding	molecular_function	GO:0008270
3038	2175	nucleic acid binding	molecular_function	GO:0003676
3038	2792	helicase activity	molecular_function	GO:0004386
3038	3727	protein binding	molecular_function	GO:0005515
3038	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
3038	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
3038	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
3038	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
3038	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
3038	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
3038	10082	ATPase activity	molecular_function	GO:0016887
3038	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
3038	18132	ATPase activity, coupled	molecular_function	GO:0042623
3038	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
3038	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
3038	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
3039	2176	DNA binding	molecular_function	GO:0003677
3039	3546	transporter activity	molecular_function	GO:0005215
3039	4927	transport	biological_process	GO:0006810
3039	13177	outer membrane-bounded periplasmic space	cellular_component	GO:0030288
3039	2246	actin binding	molecular_function	GO:0003779
3039	5107	cytoskeleton organization and biogenesis	biological_process	GO:0007010
3041	2244	microtubule motor activity	molecular_function	GO:0003777
3041	3736	ATP binding	molecular_function	GO:0005524
3041	4051	microtubule associated complex	cellular_component	GO:0005875
3041	5113	microtubule-based movement	biological_process	GO:0007018
3041	3530	structural molecule activity	molecular_function	GO:0005198
3041	5240	cell adhesion	biological_process	GO:0007155
3041	8947	actin cytoskeleton	cellular_component	GO:0015629
3041	6221	plus-end-directed microtubule motor activity	molecular_function	GO:0008574
3042	3737	GTP binding	molecular_function	GO:0005525
3042	3827	intracellular	cellular_component	GO:0005622
3044	3737	GTP binding	molecular_function	GO:0005525
3044	3930	cytoplasm	cellular_component	GO:0005737
3044	4050	microtubule	cellular_component	GO:0005874
3044	5112	microtubule-based process	biological_process	GO:0007017
3044	18722	protein complex	cellular_component	GO:0043234
3044	24507	protein polymerization	biological_process	GO:0051258
3044	2378	GTPase activity	molecular_function	GO:0003924
3046	3721	iron ion binding	molecular_function	GO:0005506
3046	3932	mitochondrial envelope	cellular_component	GO:0005740
3046	4264	tricarboxylic acid cycle	biological_process	GO:0006099
3046	4283	electron transport	biological_process	GO:0006118
3046	9321	integral to membrane	cellular_component	GO:0016021
3046	12251	heme binding	molecular_function	GO:0020037
3047	3838	nucleus	cellular_component	GO:0005634
3047	162	nucleotide binding	molecular_function	GO:0000166
3047	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
3047	3736	ATP binding	molecular_function	GO:0005524
3047	3930	cytoplasm	cellular_component	GO:0005737
3047	4556	translation	biological_process	GO:0006412
3047	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
3049	575	adenyl-nucleotide exchange factor activity	molecular_function	GO:0000774
3049	4591	protein folding	biological_process	GO:0006457
3049	18307	protein homodimerization activity	molecular_function	GO:0042803
3049	24341	chaperone binding	molecular_function	GO:0051087
3049	3727	protein binding	molecular_function	GO:0005515
3052	5830	metabolic process	biological_process	GO:0008152
3052	5846	methyltransferase activity	molecular_function	GO:0008168
3052	13647	24-methylenesterol C-methyltransferase activity	molecular_function	GO:0030797
3053	3736	ATP binding	molecular_function	GO:0005524
3053	10082	ATPase activity	molecular_function	GO:0016887
3053	162	nucleotide binding	molecular_function	GO:0000166
3053	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
3057	4639	proteolysis	biological_process	GO:0006508
3057	5909	metallopeptidase activity	molecular_function	GO:0008237
3057	9985	hydrolase activity	molecular_function	GO:0016787
3057	21401	protein dimerization activity	molecular_function	GO:0046983
3057	6398	acetylornithine deacetylase activity	molecular_function	GO:0008777
3059	2993	phosphoglycerate mutase activity	molecular_function	GO:0004619
3059	4175	glucose catabolic process	biological_process	GO:0006007
3059	2290	catalytic activity	molecular_function	GO:0003824
3059	21295	metal ion binding	molecular_function	GO:0046872
3059	3930	cytoplasm	cellular_component	GO:0005737
3059	13038	manganese ion binding	molecular_function	GO:0030145
3059	20971	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	molecular_function	GO:0046537
3059	20972	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	molecular_function	GO:0046538
3062	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
3063	2290	catalytic activity	molecular_function	GO:0003824
3063	3736	ATP binding	molecular_function	GO:0005524
3063	5830	metabolic process	biological_process	GO:0008152
3063	2528	carbamoyl-phosphate synthase activity	molecular_function	GO:0004086
3063	4924	nitrogen compound metabolic process	biological_process	GO:0006807
3063	2530	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004088
3064	3043	protein kinase activity	molecular_function	GO:0004672
3064	3736	ATP binding	molecular_function	GO:0005524
3064	4602	protein amino acid phosphorylation	biological_process	GO:0006468
3064	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
